3.104964017577	(23.5847,396.251,1.895)	20.329	2	-60.9848	20.329	-61.6581	20.0639
3.119172076066	(27.0483,378.767,1.895)	37.5752	1	-66.3205	37.5752	-65.866	37.0852
3.129642230819	(27.2587,356.217,1.895)	60.1258	0	-70.4037	60.1258	-68.2827	59.3417
3.204964017577	(23.6035,394.245,1.895)	20.3249	2	-60.983	20.3249	-61.6636	20.0598
3.219172076066	(27.0661,376.859,1.895)	37.4721	1	-66.2967	37.4721	-65.9802	36.9835
3.229642230819	(27.2775,354.208,1.895)	60.1247	0	-70.4036	60.1247	-68.2821	59.3407
3.304964017577	(23.6222,392.233,1.895)	20.3265	2	-60.9837	20.3265	-61.6615	20.0614
3.319172076066	(27.0839,374.951,1.895)	37.3702	1	-66.273	37.3702	-66.0974	36.8829
3.329642230819	(27.2962,352.2,1.895)	60.1224	0	-70.4032	60.1224	-68.2807	59.3385
3.404964017577	(23.6409,390.229,1.895)	20.3235	2	-60.9825	20.3235	-61.6654	20.0585
3.419172076066	(27.1017,373.043,1.895)	37.2721	1	-66.2502	37.2721	-66.2141	36.786
3.429642230819	(27.315,350.191,1.895)	60.1246	0	-70.4035	60.1246	-68.282	59.3406
3.504964017577	(23.6596,388.23,1.895)	20.3172	2	-60.9798	20.3172	-61.6738	20.0522
3.519172076066	(27.1195,371.132,1.895)	37.177	1	-66.228	37.177	-66.3304	36.6922
3.529642230819	(27.3337,348.191,1.895)	60.1187	0	-70.4027	60.1187	-68.2786	59.3348
3.604964017577	(23.6783,386.222,1.895)	20.3241	2	-60.9827	20.3241	-61.6647	20.0591
3.619172076066	(27.1374,369.223,1.895)	37.0852	1	-66.2065	37.0852	-66.4453	36.6016
3.629642230819	(27.3524,346.187,1.895)	60.1224	0	-70.4032	60.1224	-68.2808	59.3385
3.704964017577	(23.697,384.22,1.895)	20.3275	2	-60.9842	20.3275	-61.6601	20.0625
3.719172076066	(27.1553,367.305,1.895)	37.0042	1	-66.1875	37.0042	-66.5486	36.5217
3.729642230819	(27.3711,344.176,1.895)	60.1338	0	-70.4049	60.1338	-68.2873	59.3496
3.804964017577	(23.7157,382.216,1.895)	20.3211	2	-60.9814	20.3211	-61.6686	20.0561
3.819172076066	(27.1732,365.387,1.895)	36.9123	1	-66.1659	36.9123	-66.6676	36.431
3.829642230819	(27.3898,342.173,1.895)	60.1275	0	-70.404	60.1275	-68.2837	59.3435
3.904964017577	(23.7345,380.207,1.895)	20.328	2	-60.9844	20.328	-61.6595	20.0629
3.919172076066	(27.1911,363.466,1.895)	36.8306	1	-66.1467	36.8306	-66.7746	36.3503
3.929642230819	(27.4086,340.165,1.895)	60.1326	0	-70.4047	60.1326	-68.2866	59.3485
4.004964017577	(23.7532,378.199,1.895)	20.3281	2	-60.9844	20.3281	-61.6594	20.063
4.019172076066	(27.209,361.544,1.895)	36.7452	1	-66.1265	36.7452	-66.8872	36.266
4.029642230819	(27.4273,338.161,1.895)	60.1289	0	-70.4042	60.1289	-68.2845	59.3449
4.104964017577	(23.7719,376.195,1.895)	20.3288	2	-60.9847	20.3288	-61.6584	20.0638
