21	13.1018298476	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	46.56288242	190.6047718	211.7100729	1.895	46.56288242	-68.18329094	45.95572292	-71.68437858	46.56288242	45.95572292	0	0	0	0	0	0
15	13.106986507459	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	94.0205489	230.4256557	238.2112152	1.895	94.0205489	-74.28694945	92.79456232	-70.36945802	94.0205489	92.79456232	0	0	0	0	0	0
7	13.119802985189	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	156.3696496	282.8248332	272.3325243	1.895	156.3696496	-78.70554306	154.3306582	-83.23143678	156.3696496	154.3306582	0	0	0	0	0	0
1	13.121182739839	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	203.1177109	323.0797939	296.4304212	1.895	203.1177109	-80.97744967	200.4691454	-77.69880747	203.1177109	200.4691454	122.3741502	235.0159041	1.895	157.1596813	186.8944723	1.895
19	13.120237885194	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	62.83489327	205.3787733	219.581711	1.895	62.83489327	-70.78651144	62.01555391	-70.25002692	62.83489327	62.01555391	140.3958204	204.6385691	1.895	150.0921909	195.7988138	1.895
5	13.128797324758	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	163.1864004	286.7154552	278.5028245	1.895	163.1864004	-79.07617306	161.0585216	-81.43483547	163.1864004	161.0585216	156.7018095	180.1581457	1.895	163.6882361	175.3714935	1.895
9	13.131111553067	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	133.9627593	263.8009396	260.3572356	1.895	133.9627593	-77.36217549	132.2159439	-84.90795301	133.9627593	132.2159439	156.2775372	181.0606246	1.895	167.7586005	169.2146374	1.895
23	13.132710979809	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	31.55129805	181.4741763	199.3984207	1.895	31.55129805	-64.80283843	31.139883	-63.17319314	31.55129805	31.139883	155.1804687	182.02316	1.895	164.8212821	173.0929631	1.895
11	13.138561273145	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	123.9135674	253.2631165	257.5119073	1.895	123.9135674	-76.68487101	122.297789	-79.12452643	123.9135674	122.297789	156.8088151	180.0029544	1.895	165.0035202	173.2321781	1.895
3	13.139957928192	37.80405829	-122.4720627	1968.728966	132.0367638	157.0367638	179.4410342	1.895	185.748736	306.3480042	289.9342305	1.895	185.748736	-80.20101115	183.3266543	-78.47878706	185.748736	183.3266543	155.4112934	182.0411904	1.895	163.9851888	175.2545876	1.895
