OMNeT++ Discrete Event Simulation  (C) 1992-2016 Andras Varga, OpenSim Ltd.
Version: 5.0, build: 160414-aa4629c, edition: Academic Public License -- NOT FOR COMMERCIAL USE
See the license for distribution terms and warranty disclaimer
Setting up Cmdenv...
Loading NED files from ..:  3
Loading NED files from ../../veins/examples/veins:  1
Loading NED files from ../../veins/src/veins:  30
Loading NED files from /home/liborio/VehicularNetworking/workspace/locvanet/simulations:  0

Preparing for running configuration General, run #0...
Scenario: $repetition=0
Assigned runID=General-0-20170130-13:35:03-18561
Setting up network `com.liborio.locvanet.LocScenario'...
Initializing...

Running simulation...
** Event #0   t=0   Elapsed: 0.000s (0m 00s)  0% completed
     Speed:     ev/sec=0   simsec/sec=0   ev/simsec=0
     Messages:  created: 3   present: 3   in FES: 3
GPS:  - 0 - (-546345,-4.18224e+06,0) - 6.94413e-310, 0 - (-546345,-4.18224e+06,0) - 0, 0

Outage:  - 0 - 1.79769e+308 - 1.79769e+308 - (-546345,-4.18224e+06,0) - (-546345,-4.18224e+06,0)

GPS:  - 1 - (-546345,-4.18224e+06,0) - 6.94413e-310, 0 - (-546345,-4.18224e+06,0) - 0, 0

Outage:  - 1 - 1.79769e+308 - 1.79769e+308 - (-546345,-4.18224e+06,0) - (-546345,-4.18224e+06,0)

GPS:  - 2 - (-546345,-4.18224e+06,0) - 6.94413e-310, 6.56699e-85 - (-546345,-4.18224e+06,0) - 2.42092e-322, 2.37152e-322

Outage:  - 2 - 1.79769e+308 - 1.79769e+308 - (-546345,-4.18224e+06,0) - (-546345,-4.18224e+06,0)

GPS:  - 3 - (-546345,-4.18224e+06,0) - 6.94413e-310, 7.92863e+69 - (-546345,-4.18224e+06,0) - 8.78951e-317, 0

Outage:  - 3 - 1.79769e+308 - 1.79769e+308 - (-546345,-4.18224e+06,0) - (-546345,-4.18224e+06,0)

	1	1.121182739839	(170.181,188.569,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	256.08	1.77913e+13	1.77913e+13	0	3.95253e-322	256.08	252.741	-82.99	-77.9353	1.77913e+13	1.75593e+13	-299.827	-530.248	256.08	252.741	1.77913e+13	1.75593e+13	1	0
	0	1.129642230819	(129.326,2122.94,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	442.593	1.78077e+13	1.78077e+13	0	1.77898e+13	442.593	436.821	-87.7426	-83.7267	1.78077e+13	1.75755e+13	-299.835	-530.264	442.593	436.821	1.78077e+13	1.75755e+13	1	0
	3	1.139957928192	(157.037,179.441,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	256.08	1.77914e+13	1.77914e+13	8.79212e-317	3.95253e-322	256.08	252.741	-82.99	-77.9353	1.77914e+13	1.75594e+13	-299.827	-530.248	256.08	252.741	1.77914e+13	1.75594e+13	1	0
	2	1.147857757716	(120.222,2141.9,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	442.593	1.78075e+13	1.78075e+13	3.95253e-322	3.95253e-322	442.593	436.821	-87.7426	-83.7267	1.78075e+13	1.75753e+13	-299.835	-530.264	442.593	436.821	1.78075e+13	1.75753e+13	1	0
	1	1.221182739839	(171.311,189.656,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	257.174	1.77913e+13	1.77913e+13	0	3.95253e-322	257.174	253.821	-83.027	-77.9592	1.77913e+13	1.75593e+13	-299.827	-530.248	257.174	253.821	1.77913e+13	1.75593e+13	1	0
	0	1.229642230819	(129.592,2120.96,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	409.148	1.78076e+13	1.78076e+13	0	1.77898e+13	409.148	403.813	-87.0601	-82.6693	1.78076e+13	1.75754e+13	-299.835	-530.264	409.148	403.813	1.78076e+13	1.75754e+13	1	0
	3	1.239957928192	(158.098,180.568,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	257.174	1.77914e+13	1.77914e+13	8.79212e-317	3.95253e-322	257.174	253.821	-83.027	-77.9592	1.77914e+13	1.75594e+13	-299.827	-530.248	257.174	253.821	1.77914e+13	1.75594e+13	1	0
	2	1.247857757716	(123.731,2140.32,1.895)	(-546345,-4.18224e+06,0)	(0,0,0)	409.148	1.78075e+13	4.51528e+06	0	1.77898e+13	409.148	403.813	-87.0601	-82.6693	1.78075e+13	1.75753e+13	-299.835	-530.264	409.148	403.813	1.78075e+13	1.75753e+13	1	1
	1	1.321182739839	(172.444,190.742,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	257.978	1.77913e+13	1.77913e+13	0	3.95253e-322	257.978	254.614	-83.0542	-77.977	1.77913e+13	1.75593e+13	-299.827	-530.248	257.978	254.614	1.77913e+13	1.75593e+13	1	0
	0	1.329642230819	(129.87,2118.99,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	408.917	1.78076e+13	1.78076e+13	0	1.77898e+13	408.917	403.585	-87.0552	-82.6618	1.78076e+13	1.75754e+13	-299.835	-530.264	408.917	403.585	1.78076e+13	1.75754e+13	1	0
	3	1.339957928192	(159.168,181.703,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	257.978	1.77914e+13	1.77914e+13	8.79212e-317	3.95253e-322	257.978	254.614	-83.0542	-77.977	1.77914e+13	1.75594e+13	-299.827	-530.248	257.978	254.614	1.77914e+13	1.75594e+13	1	0
	2	1.347857757716	(123.966,2138.33,1.895)	(-546345,-4.18224e+06,0)	(0,0,0)	408.917	1.78075e+13	4.50697e+06	0	1.77898e+13	408.917	403.585	-87.0552	-82.6618	1.78075e+13	1.75753e+13	-299.835	-530.264	409.032	403.699	1.78075e+13	1.75753e+13	2	1
	1	1.421182739839	(173.57,191.821,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	258.785	1.77913e+13	1.77913e+13	0	3.95253e-322	258.785	255.411	-83.0813	-77.9951	1.77913e+13	1.75593e+13	-299.827	-530.248	258.785	255.411	1.77913e+13	1.75593e+13	1	0
	0	1.429642230819	(130.174,2117.02,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	408.724	1.78076e+13	1.78076e+13	0	1.77898e+13	408.724	403.395	-87.0511	-82.6556	1.78076e+13	1.75754e+13	-299.835	-530.264	408.724	403.395	1.78076e+13	1.75754e+13	1	0
	3	1.439957928192	(160.23,182.831,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	258.785	1.77914e+13	1.77914e+13	8.79212e-317	3.95253e-322	258.785	255.411	-83.0813	-77.9951	1.77914e+13	1.75594e+13	-299.827	-530.248	258.785	255.411	1.77914e+13	1.75594e+13	1	0
	2	1.447857757716	(124.201,2136.33,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	408.724	1.78075e+13	1.78075e+13	8.70302e-317	1.77898e+13	408.724	403.395	-87.0511	-82.6556	1.78075e+13	1.75753e+13	-299.835	-530.264	408.93	403.597	1.78075e+13	1.75753e+13	3	0
	1	1.521182739839	(174.694,192.899,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	259.537	1.77913e+13	1.77913e+13	0	3.95253e-322	259.537	256.153	-83.1065	-78.0121	1.77913e+13	1.75593e+13	-299.827	-530.248	259.537	256.153	1.77913e+13	1.75593e+13	1	0
	0	1.529642230819	(130.479,2115.05,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	408.307	1.78076e+13	1.78076e+13	0	1.77898e+13	408.307	402.982	-87.0422	-82.6422	1.78076e+13	1.75754e+13	-299.835	-530.264	408.307	402.982	1.78076e+13	1.75754e+13	1	0
	3	1.539957928192	(161.292,183.958,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	259.537	1.77914e+13	1.77914e+13	8.79212e-317	3.95253e-322	259.537	256.153	-83.1065	-78.0121	1.77914e+13	1.75594e+13	-299.827	-530.248	259.537	256.153	1.77914e+13	1.75594e+13	1	0
	2	1.547857757716	(124.459,2134.34,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	408.307	1.78074e+13	1.78074e+13	8.70302e-317	1.77898e+13	408.307	402.982	-87.0422	-82.6422	1.78074e+13	1.75752e+13	-299.835	-530.264	408.79	403.46	1.78075e+13	1.75753e+13	3	0
	1	1.621182739839	(175.823,193.981,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	260.487	1.77913e+13	1.77913e+13	0	3.95253e-322	260.487	257.09	-83.1382	-78.0339	1.77913e+13	1.75593e+13	-299.827	-530.248	260.487	257.09	1.77913e+13	1.75593e+13	1	0
	0	1.629642230819	(130.784,2113.08,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	408.018	1.78076e+13	1.78076e+13	0	1.77898e+13	408.018	402.698	-87.0361	-82.633	1.78076e+13	1.75754e+13	-299.835	-530.264	408.018	402.698	1.78076e+13	1.75754e+13	1	0
	3	1.639957928192	(162.355,185.086,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	260.487	1.77914e+13	1.77914e+13	8.79212e-317	3.95253e-322	260.487	257.09	-83.1382	-78.0339	1.77914e+13	1.75594e+13	-299.827	-530.248	260.487	257.09	1.77914e+13	1.75594e+13	1	0
	2	1.647857757716	(124.728,2132.35,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	408.018	1.78074e+13	1.78074e+13	8.70302e-317	1.77898e+13	408.018	402.698	-87.0361	-82.633	1.78074e+13	1.75752e+13	-299.835	-530.264	408.694	403.365	1.78075e+13	1.75753e+13	3	0
	1	1.721182739839	(176.955,195.066,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	261.584	1.77913e+13	1.77913e+13	0	3.95253e-322	261.584	258.173	-83.1747	-78.0595	1.77913e+13	1.75594e+13	-299.827	-530.248	261.584	258.173	1.77913e+13	1.75594e+13	1	0
	0	1.729642230819	(131.09,2111.11,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.821	1.78076e+13	1.78076e+13	0	1.77898e+13	407.821	402.503	-87.0319	-82.6266	1.78076e+13	1.75754e+13	-299.835	-530.264	407.821	402.503	1.78076e+13	1.75754e+13	1	0
	3	1.739957928192	(163.418,186.215,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	261.584	1.77914e+13	1.77914e+13	8.79212e-317	3.95253e-322	261.584	258.173	-83.1747	-78.0595	1.77914e+13	1.75594e+13	-299.827	-530.248	261.584	258.173	1.77914e+13	1.75594e+13	1	0
	2	1.747857757716	(124.996,2130.37,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.821	1.78074e+13	1.78074e+13	8.70302e-317	1.77898e+13	407.821	402.503	-87.0319	-82.6266	1.78074e+13	1.75752e+13	-299.835	-530.264	408.629	403.3	1.78075e+13	1.75753e+13	3	0
	1	1.821182739839	(178.087,196.151,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	262.627	1.77914e+13	1.77914e+13	0	3.95253e-322	262.627	259.203	-83.2093	-78.0841	1.77914e+13	1.75594e+13	-299.827	-530.248	262.627	259.203	1.77914e+13	1.75594e+13	1	0
	0	1.829642230819	(131.395,2109.14,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.78	1.78075e+13	1.78075e+13	0	1.77898e+13	407.78	402.463	-87.031	-82.6253	1.78075e+13	1.75753e+13	-299.835	-530.264	407.78	402.463	1.78075e+13	1.75753e+13	1	0
	3	1.839957928192	(164.483,187.344,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	262.627	1.77914e+13	1.77914e+13	8.79212e-317	3.95253e-322	262.627	259.203	-83.2093	-78.0841	1.77914e+13	1.75595e+13	-299.827	-530.248	262.627	259.203	1.77914e+13	1.75595e+13	1	0
	2	1.847857757716	(125.265,2128.38,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.78	1.78074e+13	1.78074e+13	8.70302e-317	1.77898e+13	407.78	402.463	-87.031	-82.6253	1.78074e+13	1.75752e+13	-299.835	-530.264	408.615	403.287	1.78075e+13	1.75753e+13	3	0
	1	1.921182739839	(179.215,197.233,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	263.65	1.77914e+13	1.77914e+13	0	3.95253e-322	263.65	260.213	-83.2431	-78.1086	1.77914e+13	1.75594e+13	-299.827	-530.248	263.65	260.213	1.77914e+13	1.75594e+13	1	0
	0	1.929642230819	(131.7,2107.17,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.557	1.78075e+13	1.78075e+13	0	1.77898e+13	407.557	402.242	-87.0263	-82.6181	1.78075e+13	1.75753e+13	-299.835	-530.264	407.557	402.242	1.78075e+13	1.75753e+13	1	0
	3	1.939957928192	(165.544,188.471,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	263.65	1.77915e+13	1.77915e+13	8.79212e-317	3.95253e-322	263.65	260.213	-83.2431	-78.1086	1.77915e+13	1.75595e+13	-299.827	-530.248	263.65	260.213	1.77915e+13	1.75595e+13	1	0
	2	1.947857757716	(125.534,2126.39,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.557	1.78074e+13	1.78074e+13	8.70302e-317	1.77898e+13	407.557	402.242	-87.0263	-82.6181	1.78074e+13	1.75752e+13	-299.834	-530.264	408.541	403.213	1.78074e+13	1.75752e+13	3	0
	1	2.021182739839	(180.346,198.316,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	264.577	1.77914e+13	1.77914e+13	0	3.95253e-322	264.577	261.127	-83.2735	-78.131	1.77914e+13	1.75594e+13	-299.827	-530.248	264.577	261.127	1.77914e+13	1.75594e+13	1	0
	0	2.029642230819	(132.009,2105.2,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.278	1.78075e+13	1.78075e+13	0	1.77898e+13	407.278	401.968	-87.0203	-82.6092	1.78075e+13	1.75753e+13	-299.835	-530.264	407.278	401.968	1.78075e+13	1.75753e+13	1	0
	3	2.039957928192	(166.61,189.603,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	264.577	1.77915e+13	1.77915e+13	8.79212e-317	3.95253e-322	264.577	261.127	-83.2735	-78.131	1.77915e+13	1.75595e+13	-299.827	-530.248	264.577	261.127	1.77915e+13	1.75595e+13	1	0
	2	2.047857757716	(125.803,2124.4,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.278	1.78074e+13	1.78074e+13	8.70302e-317	1.77898e+13	407.278	401.968	-87.0203	-82.6092	1.78074e+13	1.75752e+13	-299.834	-530.264	408.448	403.122	1.78074e+13	1.75752e+13	3	0
GPS:  - 4 - (-546345,-4.18224e+06,0) - 6.94413e-310, 0 - (-546345,-4.18224e+06,0) - 0, 0

Outage:  - 4 - 1.79769e+308 - 1.79769e+308 - (-546345,-4.18224e+06,0) - (-546345,-4.18224e+06,0)

GPS:  - 5 - (-546345,-4.18224e+06,0) - 6.94413e-310, 8.8166e-317 - (-546345,-4.18224e+06,0) - 4.79244e-322, 8.81904e-317

Outage:  - 5 - 1.79769e+308 - 1.79769e+308 - (-546345,-4.18224e+06,0) - (-546345,-4.18224e+06,0)

	1	2.121182739839	(181.474,199.399,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	265.584	1.77914e+13	1.77914e+13	0	3.95253e-322	265.584	262.121	-83.3065	-78.1556	1.77914e+13	1.75594e+13	-299.827	-530.248	265.584	262.121	1.77914e+13	1.75594e+13	1	0
	1	2.121182739839	(181.474,199.399,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	995.503	1.77913e+13	1.77913e+13	0	3.95253e-322	995.503	982.522	-94.7833	-96.3117	1.77913e+13	1.75593e+13	-299.827	-530.248	995.503	982.522	1.77913e+13	1.75593e+13	1	0
	5	2.128797324758	(157.037,179.441,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	240.614	1.77914e+13	1.77914e+13	8.81645e-317	3.95253e-322	240.614	237.476	-82.4489	-77.6513	1.77914e+13	1.75594e+13	-299.827	-530.248	240.614	237.476	1.77914e+13	1.75594e+13	1	0
	5	2.128797324758	(157.037,179.441,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	995.503	1.77915e+13	1.77915e+13	8.81645e-317	3.95253e-322	995.503	982.522	-94.7833	-96.3117	1.77915e+13	1.75595e+13	-299.827	-530.248	995.503	982.522	1.77915e+13	1.75595e+13	1	0
	0	2.129642230819	(132.372,2103.24,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.241	1.78075e+13	1.78075e+13	0	1.77898e+13	407.241	401.931	-87.0195	-82.6079	1.78075e+13	1.75753e+13	-299.835	-530.264	407.241	401.931	1.78075e+13	1.75753e+13	1	0
	0	2.129642230819	(132.372,2103.24,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	1590.04	1.78077e+13	1.78077e+13	0	1.77898e+13	1590.04	1569.31	-98.8507	-104.184	1.78077e+13	1.75755e+13	-299.835	-530.264	1590.04	1569.31	1.78077e+13	1.75755e+13	1	0
	3	2.139957928192	(167.674,190.731,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	240.614	1.77913e+13	1.77913e+13	8.79212e-317	3.95253e-322	240.614	237.476	-82.4489	-77.6513	1.77913e+13	1.75593e+13	-299.827	-530.248	240.614	237.476	1.77913e+13	1.75593e+13	1	0
	3	2.139957928192	(167.674,190.731,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	265.584	1.77915e+13	1.77915e+13	8.79212e-317	3.95253e-322	265.584	262.121	-83.3065	-78.1556	1.77915e+13	1.75595e+13	-299.827	-530.248	265.584	262.121	1.77915e+13	1.75595e+13	1	0
	4	2.143255128199	(126.771,2142.72,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	412.912	1.78075e+13	1.78075e+13	8.80994e-317	3.95253e-322	412.912	407.528	-87.1396	-82.79	1.78075e+13	1.75753e+13	-299.835	-530.264	412.912	407.528	1.78075e+13	1.75753e+13	1	0
	4	2.143255128199	(126.771,2142.72,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	1590.04	1.78073e+13	1.78073e+13	8.80994e-317	3.95253e-322	1590.04	1569.31	-98.8507	-104.184	1.78073e+13	1.75751e+13	-299.834	-530.264	1590.04	1569.31	1.78073e+13	1.75751e+13	1	0
	2	2.147857757716	(126.073,2122.41,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.241	1.78073e+13	1.78073e+13	8.70302e-317	1.77898e+13	407.241	401.931	-87.0195	-82.6079	1.78073e+13	1.75751e+13	-299.834	-530.264	408.435	403.109	1.78074e+13	1.75752e+13	3	0
	2	2.147857757716	(126.073,2122.41,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	412.912	1.78077e+13	1.78077e+13	8.70302e-317	1.77898e+13	412.912	407.528	-87.1396	-82.79	1.78077e+13	1.75755e+13	-299.835	-530.264	412.912	407.528	1.78077e+13	1.75755e+13	1	0
	1	2.221182739839	(182.628,200.451,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	265.962	1.77914e+13	1.77914e+13	0	3.95253e-322	265.962	262.494	-83.3189	-78.165	1.77914e+13	1.75594e+13	-299.827	-530.248	265.962	262.494	1.77914e+13	1.75594e+13	1	0
	1	2.221182739839	(182.628,200.451,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	1008.29	1.77913e+13	1.77913e+13	0	3.95253e-322	1008.29	995.145	-94.8942	-96.5232	1.77913e+13	1.75593e+13	-299.827	-530.248	1008.29	995.145	1.77913e+13	1.75593e+13	1	0
	5	2.228797324758	(157.975,180.437,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	246.544	1.77914e+13	1.77914e+13	8.81645e-317	3.95253e-322	246.544	243.329	-82.6604	-77.7472	1.77914e+13	1.75594e+13	-299.827	-530.248	246.544	243.329	1.77914e+13	1.75594e+13	1	0
	5	2.228797324758	(157.975,180.437,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	1008.29	1.77915e+13	1.77915e+13	8.81645e-317	3.95253e-322	1008.29	995.145	-94.8942	-96.5232	1.77915e+13	1.75595e+13	-299.827	-530.248	1008.29	995.145	1.77915e+13	1.75595e+13	1	0
	0	2.229642230819	(132.736,2101.28,1.895)	(-546345,-4.18224e+06,0)	(-546345,-4.18224e+06,0)	407.258	1.78075e+13	1.78075e+13	0	1.77898e+13	407.258	401.948	-87.0199	-82.6085	1.78075e+13	1.75753e+13	-299.835	-530.264	407.258	401.948	1.78075e+13	1.75753e+13	1	0
