18	10.108829149324	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	18.74175472	125.8578286	2123.998094	1.895	18.74175472	-60.2786988	18.49737049	-59.48510452	18.74175472	18.49737049	0	0	0	0	0	0
14	10.111459841742	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	60.122491	132.8840603	2082.906615	1.895	60.122491	-70.40323312	59.33852018	-68.28078293	60.122491	59.33852018	0	0	0	0	0	0
10	10.118046723364	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	99.99620635	142.422503	2043.953778	1.895	99.99620635	-74.82216428	98.69229983	-71.14386973	99.99620635	98.69229983	0	0	0	0	0	0
8	10.125135477225	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	119.2884816	149.4150299	2025.597926	1.895	119.2884816	-76.35446402	117.7330123	-76.9763213	119.2884816	117.7330123	142.9309568	2146.780599	1.895	152.7223473	2147.272678	1.895
0	10.129642230819	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	198.4583812	177.264419	1950.790004	1.895	198.4583812	-80.77588269	195.8705712	-77.8355256	198.4583812	195.8705712	146.707584	2148.96264	1.895	162.7631397	2150.775207	1.895
6	10.133742367255	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	139.6754256	152.0419895	2005.347175	1.895	139.6754256	-77.72489387	137.8541195	-87.62861306	139.6754256	137.8541195	130.5331559	2143.573524	1.895	140.4920856	2143.48136	1.895
12	10.137873542123	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	79.74755621	140.4287641	2064.148167	1.895	79.74755621	-72.85684147	78.70768317	-72.17163043	79.74755621	78.70768317	154.7954846	2150.930776	1.895	164.2855564	2150.506675	1.895
4	10.143255128199	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	159.1720046	161.5973107	1987.402125	1.895	159.1720046	-78.85982752	157.0964717	-82.41652865	159.1720046	157.0964717	172.4619921	2155.93105	1.895	184.8786218	2156.628626	1.895
16	10.145275815576	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	37.97310412	128.733011	2104.79516	1.895	37.97310412	-66.4120158	37.47795155	-65.47085679	37.97310412	37.47795155	153.2168405	2150.211564	1.895	166.2356654	2151.200837	1.895
2	10.147857757716	37.78636515	-122.4725323	5.45243353	101.7714498	126.7714498	2142.717566	1.895	179.3065096	165.9529459	1967.744326	1.895	179.3065096	-79.89441494	176.9684317	-79.01430659	179.3065096	176.9684317	135.3568966	2145.062145	1.895	145.586806	2144.776315	1.895
18	10.208829149324	37.78638306	-122.4725295	7.441259841	102.0047283	127.0047283	2140.72874	1.895	18.48271422	126.0918271	2122.268585	1.895	18.48271422	-60.15780877	18.24170776	-59.35116072	18.61223447	18.36953913	178.0012318	2156.855047	1.895	188.030624	2156.497108	1.895
14	10.211459841742	37.78638306	-122.4725295	7.441259841	102.0047283	127.0047283	2140.72874	1.895	60.11688953	133.2721237	2080.939442	1.895	60.11688953	-70.40242384	59.33299175	-68.27754218	60.11969027	59.33575596	176.1805059	2156.550492	1.895	186.2962472	2156.209334	1.895
10	10.218046723364	37.78638306	-122.4725295	7.441259841	102.0047283	127.0047283	2140.72874	1.895	99.98664752	142.9703394	2042.024997	1.895	99.98664752	-74.82133394	98.68286565	-71.14218	99.99142694	98.68758274	172.3975063	2155.717651	1.895	182.7141481	2155.426107	1.895
