2	8.104964017577	37.79262718	-122.4695835	23.39759863	416.3002573	1.895	120.3420629	24.52076658	295.9634358	1.895	120.3420629	-76.43084284	118.7728554	-77.4364771	120.3420629	118.7728554	0	0	0	0	0	0
1	8.119172076066	37.79262718	-122.4695835	23.39759863	416.3002573	1.895	134.6371332	27.95385972	281.7402405	1.895	134.6371332	-77.40579091	132.8815242	-85.31319684	134.6371332	132.8815242	0	0	0	0	0	0
5	8.120336667087	37.79262718	-122.4695835	23.39759863	416.3002573	1.895	60.16111416	23.95909004	356.1417634	1.895	60.16111416	-70.40881121	59.3766397	-68.30322255	60.16111416	59.3766397	0	0	0	0	0	0
3	8.125066219154	37.79262718	-122.4695835	23.39759863	416.3002573	1.895	100.3414174	27.63365237	316.0482952	1.895	100.3414174	-74.85209844	99.03300952	-71.20577787	100.3414174	99.03300952	37.54932581	419.4712981	1.895	33.39114012	416.7943736	1.895
0	8.129642230819	37.79262718	-122.4695835	23.39759863	416.3002573	1.895	160.4277955	28.19462193	255.9441968	1.895	160.4277955	-78.92808612	158.3358877	-82.08732043	160.4277955	158.3358877	56.85991975	417.9253808	1.895	55.60412422	414.7762099	1.895
6	8.130111458793	37.79262718	-122.4695835	23.39759863	416.3002573	1.895	40.2329446	27.07190767	376.2354437	1.895	40.2329446	-66.91413019	39.70832471	-64.71684667	40.2329446	39.70832471	23.0406945	417.1312395	1.895	30.15591862	414.8129336	1.895
4	8.141651904734	37.79262718	-122.4695835	23.39759863	416.3002573	1.895	76.10106391	27.40725822	340.3048985	1.895	76.10106391	-72.45030837	75.10873953	-74.22047469	76.10106391	75.10873953	27.28311774	416.9102015	1.895	26.09762954	414.1796859	1.895
7	8.149149505596	37.79262718	-122.4695835	23.39759863	416.3002573	1.895	18.94447385	26.87178655	397.6770699	1.895	18.94447385	-60.37214476	18.69744625	-59.78640908	18.94447385	18.69744625	26.00191469	416.4350887	1.895	36.51252999	414.5137379	1.895
2	8.204964017577	37.79264523	-122.4695832	23.41629436	414.2971865	1.895	120.3474167	24.53951228	293.9550115	1.895	120.3474167	-76.43122925	118.7781393	-77.43885786	120.3447398	118.7754974	-10.33164452	415.9419222	1.895	0.7362089879	414.0282361	1.895
1	8.219172076066	37.79264523	-122.4695832	23.41629436	414.2971865	1.895	134.5942639	27.97215477	279.78005	1.895	134.5942639	-77.40302484	132.839214	-85.28770834	134.6156985	132.8603691	6.429006821	415.4657096	1.895	17.24172772	413.5599829	1.895
5	8.220336667087	37.79264523	-122.4695832	23.41629436	414.2971865	1.895	60.16196077	23.97779368	354.1378461	1.895	60.16196077	-70.40893344	59.37747528	-68.30371626	60.16153746	59.37705749	-14.23255997	415.8229541	1.895	-2.704462429	413.9191195	1.895
3	8.225066219154	37.79264523	-122.4695832	23.41629436	414.2971865	1.895	100.3426267	27.65235892	314.0440146	1.895	100.3426267	-74.85220311	99.03420298	-71.20599774	100.3420221	99.03360625	-6.212427381	415.2688557	1.895	5.103115995	413.37317	1.895
0	8.229642230819	37.79264523	-122.4695832	23.41629436	414.2971865	1.895	160.4297106	28.21333507	253.9392106	1.895	160.4297106	-78.92818981	158.3377778	-82.08683445	160.4287531	158.3368328	19.20859521	414.9999043	1.895	30.26603211	413.109959	1.895
6	8.230111458793	37.79264523	-122.4695832	23.41629436	414.2971865	1.895	40.23233373	27.09059721	374.2329858	1.895	40.23233373	-66.91399831	39.70772181	-64.7167236	40.23263917	39.70802326	19.89876438	414.8979816	1.895	30.88185459	413.0107809	1.895
4	8.241651904734	37.79264523	-122.4695832	23.41629436	414.2971865	1.895	76.03115265	27.42530039	338.3718018	1.895	76.03115265	-72.44232529	75.03973988	-74.26899758	76.06610828	75.0742397	23.79208452	414.5732848	1.895	34.61351359	412.6921658	1.895
7	8.249149505596	37.79264523	-122.4695832	23.41629436	414.2971865	1.895	18.82336052	26.8893338	395.7970001	1.895	18.82336052	-60.31643701	18.57791218	-59.58711732	18.88391718	18.63767921	26.62289801	414.6284544	1.895	37.1419618	412.7082766	1.895
2	8.304964017577	37.79266332	-122.4695828	23.43502417	412.2904646	1.895	120.3485383	24.55825256	291.9471681	1.895	120.3485383	-76.4313102	118.7792463	-77.43935667	120.346006	118.776747	-9.802016575	414.1339846	1.895	1.275504403	412.2214862	1.895
1	8.319172076066	37.79266332	-122.4695828	23.43502417	412.2904646	1.895	134.558021	27.99054575	277.8095803	1.895	134.558021	-77.40068563	132.8034437	-85.26612686	134.5964727	132.8413939	7.108134044	413.67909	1.895	17.93025428	411.7744304	1.895
5	8.320336667087	37.79266332	-122.4695828	23.43502417	412.2904646	1.895	60.15993251	23.99650456	352.1331524	1.895	60.15993251	-70.40864061	59.37547346	-68.30253359	60.16100248	59.37652948	-13.64809598	414.0329157	1.895	-2.110255365	412.1301637	1.895
3	8.325066219154	37.79266332	-122.4695828	23.43502417	412.2904646	1.895	100.3449612	27.67111005	312.034957	1.895	100.3449612	-74.85240519	99.03650704	-71.20642227	100.3430018	99.03457318	-5.57242017	413.4773164	1.895	5.752347492	411.5827268	1.895
0	8.329642230819	37.79266332	-122.4695828	23.43502417	412.2904646	1.895	160.4321766	28.23208742	251.9300223	1.895	160.4321766	-78.92832331	158.3402116	-82.08620876	160.4298942	158.337959	16.74686038	412.2541342	1.895	27.82781962	410.3696283	1.895
6	8.330111458793	37.79266332	-122.4695828	23.43502417	412.2904646	1.895	40.23470946	27.1093488	372.2238803	1.895	40.23470946	-66.91451119	39.71006655	-64.71720318	40.23332926	39.70870436	17.40830581	412.1531846	1.895	28.41453074	410.2714282	1.895
