23.3976	416.3	1.895	0	0	0	2	5.104964017577	23.9592	356.129	1.895	60.174	59.3894	-68.3107	
23.3976	416.3	1.895	0	0	0	1	5.119172076066	27.4069	340.338	1.895	76.0676	75.0757	-74.2437	
23.3976	416.3	1.895	0	0	0	3	5.125066219154	27.0721	376.22	1.895	40.2486	39.7238	-64.7201	
23.3976	416.3	1.895	55.8985	416.304	1.895	0	5.129642230819	27.6332	316.102	1.895	100.288	98.9805	-71.1961	
23.3976	416.3	1.895	35.0886	415.551	1.895	4	5.141651904734	26.8721	397.644	1.895	18.9766	18.7292	-59.8481	
23.4163	414.295	1.895	-10.8178	414.7	1.895	2	5.204964017577	23.978	354.121	1.895	60.1764	59.3917	-68.3121	
23.4163	414.295	1.895	3.12698	414.095	1.895	1	5.219172076066	27.425	338.403	1.895	75.997	75.006	-74.2928	
23.4163	414.295	1.895	6.46856	413.812	1.895	3	5.225066219154	27.0908	374.212	1.895	40.2508	39.726	-64.7205	
23.4163	414.295	1.895	26.9273	414.073	1.895	0	5.229642230819	27.6519	314.091	1.895	100.293	98.9852	-71.197	
23.4163	414.295	1.895	33.9646	413.885	1.895	4	5.241651904734	26.8896	395.772	1.895	18.8456	18.5998	-59.6195	
23.435	412.295	1.895	-12.0125	413.036	1.895	2	5.304964017577	23.9967	352.114	1.895	60.183	59.3982	-68.316	
23.435	412.295	1.895	1.78757	412.488	1.895	1	5.319172076066	27.4432	336.457	1.895	75.9431	74.9529	-74.3305	
23.435	412.295	1.895	5.19158	412.203	1.895	3	5.325066219154	27.1095	372.209	1.895	40.2538	39.7289	-64.7211	
23.435	412.295	1.895	25.8506	412.445	1.895	0	5.329642230819	27.6707	312.08	1.895	100.304	98.9962	-71.199	
23.435	412.295	1.895	32.9319	412.198	1.895	4	5.341651904734	26.9072	393.885	1.895	18.734	18.4897	-59.4769	
23.4537	410.294	1.895	-13.2496	411.349	1.895	2	5.404964017577	24.0154	350.11	1.895	60.1868	59.402	-68.3183	
23.4537	410.294	1.895	0.658952	410.799	1.895	1	5.419172076066	27.4613	334.513	1.895	75.8866	74.897	-74.3703	
23.4537	410.294	1.895	4.12249	410.51	1.895	3	5.425066219154	27.1282	370.204	1.895	40.2583	39.7333	-64.7221	
23.4537	410.294	1.895	31.3827	408.724	1.895	0	5.429642230819	27.6894	310.071	1.895	100.312	99.0039	-71.2004	
