26.6976	416.34	1.895	0	0	0	2	9.104964017577	24.7081	275.897	1.895	140.458	138.626	-87.7842	
26.6976	416.34	1.895	0	0	0	8	9.105159656343	23.5847	396.251	1.895	20.3293	20.0642	-61.6578	
26.6976	416.34	1.895	0	0	0	1	9.119172076066	28.1377	262.042	1.895	154.305	152.293	-83.9069	
26.6976	416.34	1.895	125.798	417.978	1.895	5	9.120336667087	24.1462	336.097	1.895	80.2836	79.2367	-71.9478	
26.6976	416.34	1.895	48.6141	416.126	1.895	3	9.125066219154	27.8209	295.989	1.895	120.356	118.787	-77.4428	
26.6976	416.34	1.895	53.1276	414.299	1.895	0	9.129642230819	28.3819	235.877	1.895	180.471	178.118	-78.9041	
26.6976	416.34	1.895	23.7302	413.774	1.895	6	9.130111458793	27.2591	356.181	1.895	60.1615	59.377	-68.3035	
26.6976	416.34	1.895	20.425	413.897	1.895	4	9.141651904734	27.5884	320.895	1.895	95.4491	94.2045	-70.4995	
26.6976	416.34	1.895	31.6713	414.194	1.895	7	9.149149505596	27.0484	378.757	1.895	37.5847	37.0946	-65.8557	
26.7164	414.33	1.895	5.61084	413.419	1.895	2	9.204964017577	24.7268	273.888	1.895	140.456	138.625	-87.784	
26.7164	414.33	1.895	0.913076	413.373	1.895	8	9.205159656343	23.6035	394.241	1.895	20.3285	20.0634	-61.6589	
26.7164	414.33	1.895	10.9704	412.862	1.895	1	9.219172076066	28.1561	260.068	1.895	154.268	152.257	-83.9196	
26.7164	414.33	1.895	-5.822	412.684	1.895	5	9.220336667087	24.1649	334.089	1.895	80.2815	79.2346	-71.9487	
26.7164	414.33	1.895	0.177273	412.526	1.895	3	9.225066219154	27.8396	293.983	1.895	120.352	118.783	-77.441	
26.7164	414.33	1.895	14.0102	411.706	1.895	0	9.229642230819	28.4006	233.878	1.895	180.461	178.107	-78.9051	
26.7164	414.33	1.895	14.4874	411.606	1.895	6	9.230111458793	27.2778	354.179	1.895	60.1543	59.3699	-68.2992	
26.7164	414.33	1.895	16.765	411.294	1.895	4	9.241651904734	27.6066	318.943	1.895	95.3917	94.1478	-70.4935	
26.7164	414.33	1.895	31.5612	412.148	1.895	7	9.249149505596	27.0662	376.845	1.895	37.4866	36.9978	-65.9639	
26.735	412.329	1.895	5.61682	411.375	1.895	2	9.304964017577	24.7455	271.882	1.895	140.461	138.63	-87.7848	
26.735	412.329	1.895	2.3663	411.715	1.895	8	9.305159656343	23.6222	392.234	1.895	20.334	20.0688	-61.6515	
26.735	412.329	1.895	10.9791	410.824	1.895	1	9.319172076066	28.1745	258.099	1.895	154.236	152.225	-83.9307	
26.735	412.329	1.895	-5.73883	410.646	1.895	5	9.320336667087	24.1836	332.087	1.895	80.2824	79.2356	-71.9483	
26.735	412.329	1.895	0.238827	410.488	1.895	3	9.325066219154	27.8583	291.974	1.895	120.36	118.79	-77.4444	
26.735	412.329	1.895	14.025	409.672	1.895	0	9.329642230819	28.4193	231.874	1.895	180.463	178.109	-78.9049	
26.735	412.329	1.895	14.5014	409.572	1.895	6	9.330111458793	27.2965	352.169	1.895	60.1623	59.3778	-68.3039	
26.735	412.329	1.895	16.7709	409.262	1.895	4	9.341651904734	27.6249	316.989	1.895	95.3439	94.1006	-70.4886	
26.735	412.329	1.895	31.4324	410.105	1.895	7	9.349149505596	27.084	374.942	1.895	37.3884	36.9009	-66.0761	
26.7537	410.326	1.895	7.00866	409.722	1.895	2	9.404964017577	24.7642	269.881	1.895	140.459	138.628	-87.7844	
26.7537	410.326	1.895	2.21823	409.667	1.895	8	9.405159656343	23.641	390.224	1.895	20.3415	20.0762	-61.6413	
26.7537	410.326	1.895	10.8502	408.778	1.895	1	9.419172076066	28.1929	256.127	1.895	154.206	152.195	-83.9411	
26.7537	410.326	1.895	-4.49359	408.976	1.895	5	9.420336667087	24.2023	330.085	1.895	80.2818	79.235	-71.9485	
26.7537	410.326	1.895	0.113546	408.441	1.895	3	9.425066219154	27.8771	289.966	1.895	120.365	118.796	-77.4469	
26.7537	410.326	1.895	13.9224	407.626	1.895	0	9.429642230819	28.438	229.871	1.895	180.463	178.11	-78.9048	
26.7537	410.326	1.895	14.4028	407.525	1.895	6	9.430111458793	27.3153	350.159	1.895	60.1692	59.3846	-68.308	
26.7537	410.326	1.895	18.1407	407.577	1.895	4	9.441651904734	27.6432	315.03	1.895	95.3004	94.0578	-70.4842	
26.7537	410.326	1.895	31.296	408.059	1.895	7	9.449149505596	27.1018	373.032	1.895	37.2951	36.8088	-66.1864	
26.7725	408.316	1.895	6.79288	407.675	1.895	2	9.504964017577	24.7829	267.874	1.895	140.456	138.624	-87.7839	
26.7725	408.316	1.895	2.01003	407.624	1.895	8	9.505159656343	23.6597	388.22	1.895	20.3358	20.0706	-61.649	
26.7725	408.316	1.895	12.1101	407.108	1.895	1	9.519172076066	28.2114	254.15	1.895	154.173	152.162	-83.9525	
26.7725	408.316	1.895	-4.71626	406.931	1.895	5	9.520336667087	24.221	328.079	1.895	80.2774	79.2306	-71.9503	
