2	5.104964017577	(23.9592,356.129,1.895)	60.174	-68.3107	59.3894	(0,0,0)
1	5.119172076066	(27.4069,340.338,1.895)	76.0676	-74.2437	75.0757	(0,0,0)
3	5.125066219154	(27.0721,376.22,1.895)	40.2486	-64.7201	39.7238	(0,0,0)
0	5.129642230819	(27.6332,316.102,1.895)	100.288	-71.1961	98.9805	(0,0,0)
4	5.141651904734	(26.8721,397.644,1.895)	18.9766	-59.8481	18.7292	(35.0886,415.551,1.895)
2	5.204964017577	(23.978,354.121,1.895)	60.1764	-68.3121	59.3917	(-10.8178,414.7,1.895)
1	5.219172076066	(27.425,338.403,1.895)	75.997	-74.2928	75.006	(3.12698,414.095,1.895)
3	5.225066219154	(27.0908,374.212,1.895)	40.2508	-64.7205	39.726	(6.46856,413.812,1.895)
0	5.229642230819	(27.6519,314.091,1.895)	100.293	-71.197	98.9852	(26.9273,414.073,1.895)
4	5.241651904734	(26.8896,395.772,1.895)	18.8456	-59.6195	18.5998	(33.9646,413.885,1.895)
2	5.304964017577	(23.9967,352.114,1.895)	60.183	-68.316	59.3982	(-12.0125,413.036,1.895)
1	5.319172076066	(27.4432,336.457,1.895)	75.9431	-74.3305	74.9529	(1.78757,412.488,1.895)
3	5.325066219154	(27.1095,372.209,1.895)	40.2538	-64.7211	39.7289	(5.19158,412.203,1.895)
0	5.329642230819	(27.6707,312.08,1.895)	100.304	-71.199	98.9962	(25.8506,412.445,1.895)
4	5.341651904734	(26.9072,393.885,1.895)	18.734	-59.4769	18.4897	(32.9319,412.198,1.895)
2	5.404964017577	(24.0154,350.11,1.895)	60.1868	-68.3183	59.402	(-13.2496,411.349,1.895)
1	5.419172076066	(27.4613,334.513,1.895)	75.8866	-74.3703	74.897	(0.658952,410.799,1.895)
3	5.425066219154	(27.1282,370.204,1.895)	40.2583	-64.7221	39.7333	(4.12249,410.51,1.895)
0	5.429642230819	(27.6894,310.071,1.895)	100.312	-71.2004	99.0039	(31.3827,408.724,1.895)
4	5.441651904734	(26.9247,392.005,1.895)	18.6155	-59.3828	18.3727	(31.8433,410.528,1.895)
2	5.504964017577	(24.0342,348.099,1.895)	60.1976	-68.3246	59.4126	(-14.5533,409.686,1.895)
1	5.519172076066	(27.4795,332.565,1.895)	75.8353	-74.4066	74.8465	(-0.643744,409.162,1.895)
3	5.525066219154	(27.1469,368.204,1.895)	40.2582	-64.7221	39.7333	(2.88414,408.871,1.895)
0	5.529642230819	(27.7081,308.067,1.895)	100.317	-71.2013	99.0084	(30.3341,407.079,1.895)
4	5.541651904734	(26.9424,390.112,1.895)	18.51	-59.3513	18.2687	(30.8774,408.819,1.895)
2	5.604964017577	(24.0529,346.091,1.895)	60.1936	-68.3222	59.4087	(-15.9609,407.975,1.895)
1	5.619172076066	(27.4976,330.628,1.895)	75.7601	-74.4601	74.7722	(-1.70961,407.399,1.895)
3	5.625066219154	(27.1656,366.194,1.895)	40.2567	-64.7218	39.7317	(1.88798,407.105,1.895)
0	5.629642230819	(27.7268,306.064,1.895)	100.308	-71.1997	99	(29.6222,405.303,1.895)
4	5.641651904734	(26.96,388.227,1.895)	18.3858	-59.3771	18.1461	(36.814,405.036,1.895)
2	5.704964017577	(24.0716,344.089,1.895)	60.1952	-68.3232	59.4103	(-16.728,406.231,1.895)
1	5.719172076066	(27.5157,328.684,1.895)	75.7034	-74.5006	74.7163	(-2.62008,405.698,1.895)
3	5.725066219154	(27.1844,364.184,1.895)	40.2653	-64.7236	39.7402	(1.02071,405.401,1.895)
0	5.729642230819	(27.7456,304.056,1.895)	100.315	-71.201	99.0072	(28.7894,403.6,1.895)
4	5.741651904734	(26.9777,386.327,1.895)	18.2865	-59.445	18.048	(36.0377,403.272,1.895)
2	5.804964017577	(24.0903,342.084,1.895)	60.1948	-68.3229	59.4098	(-17.6833,404.456,1.895)
1	5.819172076066	(27.5339,326.733,1.895)	75.6496	-74.5392	74.6632	(3.98895,401.921,1.895)
3	5.825066219154	(27.2031,362.183,1.895)	40.2617	-64.7228	39.7367	(0.0903085,403.655,1.895)
0	5.829642230819	(27.7644,302.044,1.895)	100.322	-71.2023	99.014	(28.053,401.848,1.895)
4	5.841651904734	(26.9955,384.425,1.895)	18.1854	-59.553	17.9482	(35.2079,401.52,1.895)
2	5.904964017577	(24.1091,340.073,1.895)	60.1966	-68.324	59.4117	(-10.6967,400.702,1.895)
1	5.919172076066	(27.5521,324.783,1.895)	75.5893	-74.5828	74.6036	(2.96932,400.174,1.895)
3	5.925066219154	(27.2218,360.174,1.895)	40.2602	-64.7225	39.7352	(6.40576,399.89,1.895)
0	5.929642230819	(27.7831,300.041,1.895)	100.315	-71.201	99.0073	(27.337,400.08,1.895)
4	5.941651904734	(27.0131,382.532,1.895)	18.0697	-59.7164	17.834	(34.2267,399.807,1.895)
2	6.004964017577	(24.1278,338.07,1.895)	60.1908	-68.3206	59.4059	(-11.7769,398.983,1.895)
1	6.019172076066	(27.5703,322.838,1.895)	75.5265	-74.6283	74.5417	(2.00879,398.443,1.895)
3	6.025066219154	(27.2406,358.166,1.895)	40.2607	-64.7226	39.7358	(5.49612,398.157,1.895)
0	6.029642230819	(27.8017,298.041,1.895)	100.307	-71.1995	98.9987	(26.5954,398.332,1.895)
4	6.041651904734	(27.0309,380.632,1.895)	17.9634	-59.8922	17.7292	(33.4628,398.031,1.895)
2	6.104964017577	(24.1465,336.066,1.895)	60.1884	-68.3192	59.4036	(-12.6516,397.212,1.895)
1	6.119172076066	(27.5884,320.901,1.895)	75.4571	-74.6789	74.4732	(1.29703,396.644,1.895)
3	6.125066219154	(27.2593,356.161,1.895)	40.2585	-64.7221	39.7336	(4.82365,396.355,1.895)
0	6.129642230819	(27.8204,296.037,1.895)	100.304	-71.199	98.9962	(32.1131,394.602,1.895)
6	6.130111458793	(26.6976,416.34,1.895)	20.3282	-61.6593	20.0631	(31.4919,395.768,1.895)
4	6.141651904734	(27.0486,378.729,1.895)	17.8623	-60.0676	17.6294	(31.2247,395.564,1.895)
2	6.204964017577	(24.1651,334.066,1.895)	60.1892	-68.3197	59.4044	(-5.58304,395.344,1.895)
1	6.219172076066	(27.6065,318.953,1.895)	75.406	-74.7163	74.4227	(6.59569,394.849,1.895)
3	6.225066219154	(27.278,354.155,1.895)	40.2651	-64.7236	39.74	(17.2748,395.605,1.895)
0	6.229642230819	(27.8391,294.034,1.895)	100.308	-71.1997	98.9998	(33.6795,394.363,1.895)
6	6.230111458793	(26.7163,414.341,1.895)	20.3284	-61.6589	20.0634	(30.709,393.652,1.895)
4	6.241651904734	(27.0664,376.829,1.895)	17.7641	-60.2295	17.5324	(38.9187,394.644,1.895)
2	6.304964017577	(24.1838,332.063,1.895)	60.1817	-68.3152	59.3969	(-6.52233,393.23,1.895)
1	6.319172076066	(27.6247,317.008,1.895)	75.3399	-74.7648	74.3575	(14.0696,393.92,1.895)
3	6.325066219154	(27.2967,352.154,1.895)	40.2561	-64.7216	39.7312	(16.247,393.476,1.895)
0	6.329642230819	(27.8579,292.026,1.895)	100.305	-71.1992	98.9975	(32.7576,392.234,1.895)
6	6.330111458793	(26.735,412.334,1.895)	20.332	-61.6541	20.0669	(38.0297,392.691,1.895)
4	6.341651904734	(27.0842,374.92,1.895)	17.6641	-60.3668	17.4338	(37.8701,392.486,1.895)
2	6.404964017577	(24.2025,330.06,1.895)	60.1843	-68.3168	59.3996	(0.619097,392.259,1.895)
1	6.419172076066	(27.6429,315.056,1.895)	75.2915	-74.8005	74.3097	(13.2709,391.784,1.895)
3	6.425066219154	(27.3154,350.146,1.895)	40.2635	-64.7232	39.7385	(15.4169,391.343,1.895)
0	6.429642230819	(27.8766,290.017,1.895)	100.314	-71.2007	99.0056	(31.8284,390.108,1.895)
6	6.430111458793	(26.7536,410.335,1.895)	20.333	-61.6528	20.0679	(37.267,390.578,1.895)
4	6.441651904734	(27.1019,373.02,1.895)	17.5657	-60.4565	17.3367	(37.0995,390.376,1.895)
2	6.504964017577	(24.2212,328.057,1.895)	60.183	-68.316	59.3982	(-0.182665,390.148,1.895)
1	6.519172076066	(27.6611,313.104,1.895)	75.2399	-74.8387	74.2588	(12.4565,389.674,1.895)
3	6.525066219154	(27.3341,348.14,1.895)	40.2647	-64.7235	39.7396	(14.6124,389.235,1.895)
0	6.529642230819	(27.8953,288.015,1.895)	100.312	-71.2004	99.0039	(40.063,389.162,1.895)
6	6.530111458793	(26.7723,408.335,1.895)	20.3377	-61.6464	20.0725	(36.5323,388.466,1.895)
4	6.541651904734	(27.1198,371.108,1.895)	17.4755	-60.4853	17.2476	(36.3512,388.265,1.895)
2	6.604964017577	(24.24,326.048,1.895)	60.1884	-68.3191	59.4035	(-0.858603,388.041,1.895)
1	6.619172076066	(27.6793,311.152,1.895)	75.1879	-74.8773	74.2075	(11.7148,387.565,1.895)
3	6.625066219154	(27.3528,346.137,1.895)	40.2651	-64.7235	39.74	(13.8711,387.129,1.895)
0	6.629642230819	(27.914,286.008,1.895)	100.315	-71.201	99.0072	(39.2504,387.053,1.895)
6	6.630111458793	(26.791,406.329,1.895)	20.3355	-61.6494	20.0703	(35.6937,386.34,1.895)
4	6.641651904734	(27.1376,369.196,1.895)	17.3848	-60.4543	17.1581	(35.5047,386.141,1.895)
2	6.704964017577	(24.2587,324.036,1.895)	60.1942	-68.3226	59.4093	(-1.69614,385.917,1.895)
1	6.719172076066	(27.6976,309.2,1.895)	75.1344	-74.9172	74.1547	(10.8572,385.444,1.895)
3	6.725066219154	(27.3715,344.133,1.895)	40.2626	-64.723	39.7376	(13.0175,385.01,1.895)
0	6.729642230819	(27.9328,284,1.895)	100.317	-71.2014	99.0094	(38.3584,384.932,1.895)
6	6.730111458793	(26.8098,404.321,1.895)	20.3331	-61.6526	20.068	(34.8486,384.21,1.895)
4	6.741651904734	(27.1555,367.281,1.895)	17.2964	-60.364	17.0709	(34.6495,384.013,1.895)
2	6.804964017577	(24.2775,322.029,1.895)	60.1973	-68.3244	59.4123	(-2.49066,383.786,1.895)
1	6.819172076066	(27.7158,307.242,1.895)	75.0886	-74.9514	74.1095	(10.0956,383.327,1.895)
3	6.825066219154	(27.3902,342.133,1.895)	40.2593	-64.7223	39.7344	(12.2531,382.896,1.895)
0	6.829642230819	(27.9515,281.998,1.895)	100.316	-71.2011	99.0078	(37.5277,382.819,1.895)
6	6.830111458793	(26.8285,402.311,1.895)	20.3264	-61.6615	20.0614	(34.0626,382.089,1.895)
4	6.841651904734	(27.1734,365.362,1.895)	17.2132	-60.2282	16.9887	(33.8532,381.894,1.895)
2	6.904964017577	(24.2962,320.021,1.895)	60.1946	-68.3228	59.4097	(-3.36835,381.666,1.895)
1	6.919172076066	(27.7341,305.287,1.895)	75.033	-74.993	74.0546	(9.16467,381.199,1.895)
3	6.925066219154	(27.4089,340.128,1.895)	40.2529	-64.721	39.728	(11.3303,380.77,1.895)
0	6.929642230819	(27.9702,279.993,1.895)	100.31	-71.2	99.0017	(36.6072,380.689,1.895)
6	6.930111458793	(26.8472,400.306,1.895)	20.3326	-61.6533	20.0674	(33.3331,379.971,1.895)
4	6.941651904734	(27.1912,363.449,1.895)	17.117	-60.0205	16.8938	(33.124,379.778,1.895)
2	7.004964017577	(24.315,318.01,1.895)	60.2026	-68.3275	59.4176	(-3.91447,379.553,1.895)
1	7.019172076066	(27.7523,303.333,1.895)	74.9837	-75.0301	74.0059	(8.51364,379.086,1.895)
3	7.025066219154	(27.4276,338.121,1.895)	40.2573	-64.7219	39.7323	(10.6603,378.659,1.895)
0	7.029642230819	(27.9888,277.994,1.895)	100.306	-71.1993	98.9977	(35.8153,378.58,1.895)
6	7.030111458793	(26.866,398.297,1.895)	20.327	-61.6608	20.0619	(32.5521,377.85,1.895)
4	7.041651904734	(27.2092,361.53,1.895)	17.0345	-59.8106	16.8123	(32.328,377.659,1.895)
2	7.104964017577	(24.3337,316.01,1.895)	60.1928	-68.3218	59.4079	(-4.83023,377.425,1.895)
1	7.119172076066	(27.7706,301.375,1.895)	74.9315	-75.0694	73.9544	(7.64968,376.966,1.895)
3	7.125066219154	(27.4464,336.114,1.895)	40.2535	-64.7211	39.7286	(17.9823,377.679,1.895)
0	7.129642230819	(28.0076,275.987,1.895)	100.303	-71.1988	98.9948	(34.9578,376.456,1.895)
6	7.130111458793	(26.8847,396.297,1.895)	20.3366	-61.6479	20.0714	(31.9204,375.745,1.895)
4	7.141651904734	(27.2271,359.613,1.895)	16.9429	-59.5595	16.722	(31.6945,375.555,1.895)
7	7.149149505596	(26.6976,416.34,1.895)	40.2468	-64.7197	39.722	(40.9204,376.015,1.895)
2	7.204964017577	(24.3523,314.008,1.895)	60.1893	-68.3197	59.4045	(1.97965,375.936,1.895)
