3.104964017577	2	(23.5847,396.251,1.895)	20.329	-61.0021
3.119172076066	1	(27.0483,378.767,1.895)	37.5752	-66.3378
3.129642230819	0	(27.2587,356.217,1.895)	60.1258	-70.421
3.204964017577	2	(23.6035,394.245,1.895)	20.3249	-61.0003
3.219172076066	1	(27.0661,376.859,1.895)	37.4721	-66.3139
3.229642230819	0	(27.2775,354.208,1.895)	60.1247	-70.4208
3.304964017577	2	(23.6222,392.233,1.895)	20.3265	-61.001
3.319172076066	1	(27.0839,374.951,1.895)	37.3702	-66.2903
3.329642230819	0	(27.2962,352.2,1.895)	60.1224	-70.4205
3.404964017577	2	(23.6409,390.229,1.895)	20.3235	-60.9998
3.419172076066	1	(27.1017,373.043,1.895)	37.2721	-66.2675
3.429642230819	0	(27.315,350.191,1.895)	60.1246	-70.4208
3.504964017577	2	(23.6596,388.23,1.895)	20.3172	-60.9971
3.519172076066	1	(27.1195,371.132,1.895)	37.177	-66.2453
3.529642230819	0	(27.3337,348.191,1.895)	60.1187	-70.42
3.604964017577	2	(23.6783,386.222,1.895)	20.3241	-61
3.619172076066	1	(27.1374,369.223,1.895)	37.0852	-66.2238
3.629642230819	0	(27.3524,346.187,1.895)	60.1224	-70.4205
3.704964017577	2	(23.697,384.22,1.895)	20.3275	-61.0015
3.719172076066	1	(27.1553,367.305,1.895)	37.0042	-66.2048
3.729642230819	0	(27.3711,344.176,1.895)	60.1338	-70.4222
3.804964017577	2	(23.7157,382.216,1.895)	20.3211	-60.9987
3.819172076066	1	(27.1732,365.387,1.895)	36.9123	-66.1832
3.829642230819	0	(27.3898,342.173,1.895)	60.1275	-70.4213
3.904964017577	2	(23.7345,380.207,1.895)	20.328	-61.0017
3.919172076066	1	(27.1911,363.466,1.895)	36.8306	-66.164
3.929642230819	0	(27.4086,340.165,1.895)	60.1326	-70.422
4.004964017577	2	(23.7532,378.199,1.895)	20.3281	-61.0017
4.019172076066	1	(27.209,361.544,1.895)	36.7452	-66.1438
4.029642230819	0	(27.4273,338.161,1.895)	60.1289	-70.4215
4.104964017577	2	(23.7719,376.195,1.895)	20.3288	-61.002
4.119172076066	1	(27.2269,359.624,1.895)	36.6616	-66.124
4.129642230819	0	(27.446,336.15,1.895)	60.1367	-70.4226
4.141651904734	4	(26.6976,416.34,1.895)	20.057	-60.8851
4.204964017577	2	(23.7906,374.195,1.895)	20.3192	-60.9979
4.219172076066	1	(27.2449,357.699,1.895)	36.5778	-66.1041
4.229642230819	0	(27.4648,334.139,1.895)	60.138	-70.4228
4.241651904734	4	(26.7149,414.487,1.895)	20.2134	-60.9526
4.304964017577	2	(23.8093,372.186,1.895)	20.3245	-61.0002
4.319172076066	1	(27.2629,355.772,1.895)	36.4998	-66.0856
4.329642230819	0	(27.4835,332.14,1.895)	60.1327	-70.422
4.341651904734	4	(26.7323,412.622,1.895)	20.3522	-61.012
4.404964017577	2	(23.8281,370.179,1.895)	20.3223	-60.9992
4.419172076066	1	(27.2808,353.852,1.895)	36.4112	-66.0645
4.429642230819	0	(27.5022,330.134,1.895)	60.1298	-70.4216
4.441651904734	4	(26.7497,410.762,1.895)	20.5017	-61.0756
4.504964017577	2	(23.8468,368.169,1.895)	20.3288	-61.002
4.519172076066	1	(27.2989,351.92,1.895)	36.3405	-66.0476
4.529642230819	0	(27.5209,328.127,1.895)	60.1342	-70.4222
4.541651904734	4	(26.7671,408.897,1.895)	20.6393	-61.1337
4.604964017577	2	(23.8656,366.162,1.895)	20.3272	-61.0014
4.619172076066	1	(27.3168,349.993,1.895)	36.2576	-66.0278
4.629642230819	0	(27.5397,326.117,1.895)	60.1349	-70.4223
4.641651904734	4	(26.7844,407.037,1.895)	20.789	-61.1965
4.704964017577	2	(23.8843,364.154,1.895)	20.3226	-60.9994
4.719172076066	1	(27.3348,348.063,1.895)	36.1756	-66.0081
4.729642230819	0	(27.5584,324.113,1.895)	60.1265	-70.4211
4.741651904734	4	(26.802,405.158,1.895)	20.9217	-61.2517
4.804964017577	2	(23.903,362.151,1.895)	20.3158	-60.9965
4.819172076066	1	(27.3528,346.136,1.895)	36.0923	-65.9881
4.829642230819	0	(27.5771,322.112,1.895)	60.1168	-70.4197
4.841651904734	4	(26.8194,403.286,1.895)	21.0601	-61.309
4.904964017577	2	(23.9217,360.151,1.895)	20.3098	-60.9939
4.919172076066	1	(27.3708,344.206,1.895)	36.0165	-65.9698
