8.104964017577	2	(24.5208,295.963,1.895)	120.342	-77.364
8.119172076066	1	(27.9539,281.74,1.895)	134.637	-85.1955
8.120336667087	5	(23.9591,356.142,1.895)	60.1611	-68.2652
8.125066219154	3	(27.6337,316.048,1.895)	100.341	-71.2011
8.129642230819	0	(28.1946,255.944,1.895)	160.428	-82.2037
8.130111458793	6	(27.0719,376.235,1.895)	40.2329	-64.7325
8.141651904734	4	(27.4073,340.305,1.895)	76.1011	-74.3616
8.149149505596	7	(26.8718,397.677,1.895)	18.9445	-59.7502
8.204964017577	2	(24.5395,293.955,1.895)	120.347	-77.3663
8.219172076066	1	(27.9722,279.78,1.895)	134.594	-85.1698
8.220336667087	5	(23.9778,354.138,1.895)	60.162	-68.2657
8.225066219154	3	(27.6524,314.044,1.895)	100.343	-71.2014
8.229642230819	0	(28.2133,253.939,1.895)	160.43	-82.2032
8.230111458793	6	(27.0906,374.233,1.895)	40.2323	-64.7324
8.241651904734	4	(27.4253,338.372,1.895)	76.0312	-74.4108
8.249149505596	7	(26.8893,395.797,1.895)	18.8234	-59.5686
8.304964017577	2	(24.5583,291.947,1.895)	120.349	-77.3668
8.319172076066	1	(27.9905,277.81,1.895)	134.558	-85.148
8.320336667087	5	(23.9965,352.133,1.895)	60.1599	-68.2645
8.325066219154	3	(27.6711,312.035,1.895)	100.345	-71.2018
8.329642230819	0	(28.2321,251.93,1.895)	160.432	-82.2025
8.330111458793	6	(27.1093,372.224,1.895)	40.2347	-64.7328
8.341651904734	4	(27.4434,336.43,1.895)	75.9661	-74.4568
8.349149505596	7	(26.9069,393.92,1.895)	18.6959	-59.4419
8.404964017577	2	(24.577,289.943,1.895)	120.347	-77.3662
8.419172076066	1	(28.0089,275.845,1.895)	134.517	-85.1232
8.420336667087	5	(24.0152,350.131,1.895)	60.1562	-68.2624
8.425066219154	3	(27.6899,310.026,1.895)	100.348	-71.2023
8.429642230819	0	(28.2508,249.924,1.895)	160.432	-82.2027
8.430111458793	6	(27.1281,370.215,1.895)	40.2373	-64.7332
8.441651904734	4	(27.4615,334.49,1.895)	75.9006	-74.5035
8.449149505596	7	(26.9246,392.023,1.895)	18.5882	-59.3899
8.504964017577	2	(24.5957,287.932,1.895)	120.352	-77.3683
8.519172076066	1	(28.0273,273.874,1.895)	134.482	-85.102
8.520336667087	5	(24.034,348.12,1.895)	60.1611	-68.2652
8.525066219154	3	(27.7085,308.025,1.895)	100.342	-71.2013
8.529642230819	0	(28.2695,247.919,1.895)	160.431	-82.2028
8.530111458793	6	(27.1468,368.216,1.895)	40.2304	-64.732
8.541651904734	4	(27.4797,332.548,1.895)	75.8359	-74.5498
8.549149505596	7	(26.9422,390.129,1.895)	18.4783	-59.3899
8.604964017577	2	(24.6144,285.928,1.895)	120.351	-77.3679
8.619172076066	1	(28.0456,271.909,1.895)	134.442	-85.0779
8.620336667087	5	(24.0527,346.11,1.895)	60.1658	-68.2679
8.625066219154	3	(27.7273,306.014,1.895)	100.348	-71.2024
8.629642230819	0	(28.2883,245.907,1.895)	160.438	-82.2011
8.630111458793	6	(27.1655,366.213,1.895)	40.2286	-64.7318
8.641651904734	4	(27.4977,330.613,1.895)	75.7661	-74.6
8.649149505596	7	(26.9599,388.241,1.895)	18.3627	-59.4465
8.704964017577	2	(24.6332,283.922,1.895)	120.352	-77.3684
8.719172076066	1	(28.064,269.939,1.895)	134.407	-85.0568
8.720336667087	5	(24.0714,344.107,1.895)	60.164	-68.2669
8.725066219154	3	(27.746,304.012,1.895)	100.346	-71.202
8.729642230819	0	(28.307,243.903,1.895)	160.437	-82.2013
8.730111458793	6	(27.1842,364.207,1.895)	40.2295	-64.7319
8.741651904734	4	(27.5158,328.671,1.895)	75.7031	-74.6456
8.749149505596	7	(26.9776,386.345,1.895)	18.2557	-59.5467
8.804964017577	2	(24.6519,281.916,1.895)	120.358	-77.3709
8.819172076066	1	(28.0824,267.965,1.895)	134.381	-85.0412
8.820336667087	5	(24.0901,342.104,1.895)	60.1672	-68.2687
8.825066219154	3	(27.7648,302,1.895)	100.358	-71.2041
8.829642230819	0	(28.3258,241.895,1.895)	160.445	-82.1991
