9.104416990746	1	(24.8388,261.892,1.895)	154.459	-83.9964
9.106714331009	7	(27.0683,376.623,1.895)	39.7193	-64.7067
9.113647731778	4	(27.5885,320.891,1.895)	95.4529	-70.5116
9.114938057924	0	(25.083,235.729,1.895)	180.618	-78.9566
9.130686788412	8	(26.8697,397.903,1.895)	18.4379	-59.4033
9.137624808447	3	(27.8207,296.011,1.895)	120.335	-77.3607
9.137166061508	5	(27.371,344.191,1.895)	72.1519	-77.1488
9.138344002282	2	(24.604,287.048,1.895)	129.309	-81.96
9.149164134695	6	(23.9592,356.132,1.895)	60.2706	-68.3282
9.204416990746	1	(24.8573,259.911,1.895)	154.749	-83.8972
9.206714331009	7	(27.0868,374.635,1.895)	40.0151	-64.7069
9.213647731778	4	(27.6066,318.946,1.895)	95.7067	-70.5377
9.214938057924	0	(25.1017,233.721,1.895)	180.935	-78.9275
9.230686788412	8	(26.887,396.049,1.895)	18.6005	-59.3933
9.237624808447	3	(27.8394,294.005,1.895)	120.649	-77.4999
9.237166061508	5	(27.3885,342.316,1.895)	72.3359	-77.056
9.238344002282	2	(24.6219,285.127,1.895)	129.538	-82.0945
9.249164134695	6	(23.9778,354.132,1.895)	60.5783	-68.5122
9.304416990746	1	(24.8757,257.932,1.895)	155.029	-83.8024
9.306714331009	7	(27.1053,372.657,1.895)	40.2945	-64.7435
9.313647731778	4	(27.6248,316.993,1.895)	95.9605	-70.5649
9.314938057924	0	(25.1204,231.714,1.895)	181.242	-78.8997
9.330686788412	8	(26.9044,394.184,1.895)	18.7669	-59.5039
9.337624808447	3	(27.8581,292.001,1.895)	120.954	-77.6363
9.337166061508	5	(27.406,340.44,1.895)	72.5127	-76.9585
9.338344002282	2	(24.6399,283.196,1.895)	129.77	-82.2312
9.349164134695	6	(23.9965,352.132,1.895)	60.8793	-68.7022
9.404416990746	1	(24.8942,255.953,1.895)	155.299	-83.7121
9.406714331009	7	(27.1238,370.678,1.895)	40.5648	-64.8116
9.413647731778	4	(27.6431,315.04,1.895)	96.2052	-70.5923
9.414938057924	0	(25.1392,229.705,1.895)	181.543	-78.8729
9.430686788412	8	(26.9218,392.323,1.895)	18.9189	-59.7073
9.437624808447	3	(27.8768,289.993,1.895)	121.253	-77.7716
9.437166061508	5	(27.4235,338.567,1.895)	72.6767	-76.8614
